Vehicle_ID,Battery_Capacity_kWh,Charging_Time_hr,Range_km,Vehicle_Type,Charging_Station_Type,State_of_Charge
3909.0,76.0,4.42,242.0,CAR,Slow,22.0
3910.0,42.0,,290.0,CAR,,54.0
3911.0,44.0,1.84,N/A,CAR,,34.0
,94.0,2.88,411.0,,fast,83.0
3913.0,,7.96,188.0,Bus,,95.0
3914.0,48.0,6.31,,Bus,fast,25.0
,51.0,8.48,311.0,CAR,Moderate,99.0
3916.0,46.0,6.68,126.0,car,Fast,
3917.0,70.0,0.67,561.0,,Fast,63.0
3918.0,29.0,9.6,113.0,Bus,fast,79.0
3919.0,60.0,error,586.0,,Moderate,21.0
3920.0,36.0,1.92,N/A,CAR,Moderate,50.0
3921.0,78.0,5.02,490.0,,Fast,71.0
3922.0,92.0,,248.0,Bus,SLOW,65.0
,unknown,8.66,193.0,3-Wheeler,SLOW,24.0
3924.0,,9.22,257.0,3-Wheeler,Fast,
,22.0,7.83,200.0,car,,23.0
3926.0,77.0,9.42,486.0,3-Wheeler,Fast,92.0
3927.0,20.0,3.98,480.0,CAR,fast,
3928.0,,,514.0,,Fast,30.0
3929.0,79.0,3.17,590.0,,,73.0
3930.0,34.0,7.02,109.0,car,,61.0
3931.0,72.0,8.89,371.0,car,,60.0
3932.0,82.0,1.08,,,,70.0
3933.0,,2.17,105.0,CAR,fast,53.0
3934.0,38.0,4.32,574.0,Bus,SLOW,75.0
3935.0,88.0,3.31,253.0,,SLOW,92.0
,79.0,5.08,508.0,Car,Slow,50.0
3937.0,81.0,0.98,336.0,Car,,22.0
3938.0,65.0,4.21,372.0,,Moderate,55.0
3939.0,77.0,1.06,356.0,car,Fast,79.0
3940.0,69.0,8.18,273.0,Car,SLOW,87.0
3941.0,55.0,2.9,179.0,Bus,SLOW,96.0
3942.0,79.0,,444.0,2-Wheeler,Slow,96.0
3943.0,,3.01,N/A,Bus,Fast,45.0
3944.0,,5.05,101.0,Car,Moderate,83.0
3945.0,unknown,5.77,583.0,Car,,61.0
3946.0,unknown,5.95,358.0,Car,fast,71.0
3947.0,30.0,5.01,382.0,,Slow,37.0
3948.0,,5.99,286.0,car,,63.0
3949.0,,4.51,340.0,Bus,,52.0
3950.0,83.0,2.74,590.0,2-Wheeler,SLOW,40.0
3951.0,24.0,9.31,252.0,,Moderate,98.0
,unknown,3.01,338.0,Bus,,31.0
,23.0,3.9,530.0,Car,Slow,44.0
3954.0,,9.11,297.0,car,Moderate,
,25.0,8.5,484.0,Car,Fast,17.0
3956.0,76.0,1.24,252.0,Car,Slow,47.0
3957.0,23.0,5.88,126.0,Car,fast,
3958.0,48.0,7.06,446.0,,,86.0
3959.0,64.0,1.11,460.0,Bus,Fast,60.0
3960.0,69.0,7.96,586.0,,fast,43.0
3961.0,unknown,5.38,566.0,2-Wheeler,fast,
,41.0,0.92,121.0,2-Wheeler,,51.0
3963.0,72.0,6.2,246.0,3-Wheeler,SLOW,60.0
3964.0,39.0,8.32,411.0,car,Moderate,
3965.0,41.0,3.33,515.0,3-Wheeler,,29.0
3966.0,48.0,5.94,393.0,,,17.0
3967.0,31.0,4.97,134.0,CAR,,91.0
3968.0,92.0,9.13,,,Fast,25.0
3969.0,73.0,,503.0,CAR,,15.0
3970.0,30.0,6.67,350.0,,SLOW,89.0
3971.0,46.0,0.5,124.0,,,55.0
3972.0,48.0,7.32,505.0,3-Wheeler,SLOW,36.0
3973.0,27.0,5.77,215.0,Car,fast,40.0
3974.0,73.0,3.49,400.0,3-Wheeler,SLOW,83.0
,86.0,4.87,126.0,,fast,58.0
,86.0,5.98,121.0,Car,Slow,60.0
3977.0,,4.76,378.0,CAR,,
3978.0,49.0,error,589.0,car,Slow,91.0
3979.0,64.0,4.54,511.0,3-Wheeler,SLOW,14.0
3980.0,86.0,5.74,105.0,Car,Slow,67.0
3981.0,94.0,4.91,451.0,Car,Fast,71.0
3982.0,83.0,1.14,546.0,Bus,,28.0
3983.0,44.0,error,464.0,Bus,SLOW,31.0
3984.0,65.0,6.51,126.0,Car,fast,37.0
3985.0,98.0,7.23,113.0,Car,Moderate,46.0
3986.0,,9.94,425.0,2-Wheeler,,35.0
3987.0,32.0,0.61,191.0,3-Wheeler,,
3988.0,,0.69,,Bus,SLOW,97.0
,51.0,6.66,421.0,3-Wheeler,fast,46.0
3990.0,65.0,9.41,356.0,Car,SLOW,80.0
3991.0,79.0,5.67,,Car,,47.0
3992.0,54.0,1.03,152.0,Bus,,51.0
,77.0,2.95,,car,Fast,29.0
3994.0,93.0,6.93,N/A,Bus,SLOW,
3995.0,82.0,4.65,183.0,Car,SLOW,87.0
,33.0,0.83,407.0,Bus,SLOW,72.0
3997.0,55.0,error,490.0,2-Wheeler,,62.0
3998.0,38.0,3.98,141.0,,,
3999.0,80.0,1.38,535.0,Car,fast,90.0
4000.0,81.0,7.87,528.0,Bus,Slow,81.0
4001.0,27.0,5.39,288.0,Bus,,30.0
4002.0,28.0,3.29,126.0,,Moderate,73.0
4003.0,60.0,6.42,446.0,,Moderate,23.0
4004.0,92.0,4.61,343.0,Bus,Moderate,79.0
4005.0,27.0,9.04,415.0,Bus,SLOW,46.0
4006.0,23.0,7.41,206.0,2-Wheeler,fast,78.0
4007.0,68.0,,352.0,car,Moderate,68.0
4008.0,68.0,4.58,140.0,,Fast,45.0
,28.0,7.53,531.0,CAR,SLOW,95.0
4010.0,41.0,9.01,380.0,Bus,Moderate,81.0
4011.0,27.0,6.59,232.0,,Fast,47.0
4012.0,49.0,4.58,N/A,,,70.0
,63.0,1.2,390.0,Car,fast,60.0
,28.0,1.71,431.0,Car,Fast,79.0
4015.0,82.0,9.52,537.0,Bus,Fast,77.0
4016.0,80.0,5.84,511.0,,Moderate,63.0
4017.0,94.0,8.99,458.0,car,SLOW,76.0
4018.0,30.0,8.01,226.0,car,,
4019.0,unknown,,343.0,3-Wheeler,Fast,26.0
4020.0,99.0,2.86,342.0,,SLOW,79.0
4021.0,33.0,7.95,569.0,car,SLOW,94.0
4022.0,77.0,,220.0,,SLOW,92.0
4023.0,67.0,7.99,116.0,2-Wheeler,Fast,76.0
4024.0,58.0,7.18,449.0,3-Wheeler,,51.0
4025.0,44.0,5.9,554.0,3-Wheeler,SLOW,28.0
,33.0,,537.0,Car,,
4027.0,unknown,9.72,557.0,,SLOW,13.0
4028.0,64.0,6.65,364.0,Bus,,16.0
,91.0,6.17,345.0,CAR,fast,24.0
4030.0,70.0,,497.0,CAR,fast,53.0
4031.0,86.0,3.64,412.0,3-Wheeler,,93.0
4032.0,37.0,4.55,159.0,car,SLOW,92.0
4033.0,99.0,0.66,494.0,2-Wheeler,Moderate,65.0
4034.0,72.0,,N/A,car,Fast,41.0
4035.0,27.0,7.15,,3-Wheeler,Fast,70.0
4036.0,66.0,error,548.0,Car,fast,
4037.0,35.0,9.43,322.0,Bus,,52.0
4038.0,83.0,5.1,249.0,Bus,Fast,10.0
4039.0,63.0,,578.0,,Moderate,40.0
4040.0,22.0,1.73,,,fast,32.0
4041.0,71.0,9.0,445.0,,SLOW,67.0
4042.0,35.0,9.11,300.0,Car,Moderate,91.0
4043.0,26.0,4.29,594.0,3-Wheeler,fast,49.0
,36.0,4.54,151.0,,Fast,70.0
4045.0,,7.58,409.0,Car,,88.0
4046.0,73.0,8.88,417.0,CAR,Moderate,93.0
4047.0,83.0,8.55,167.0,car,,18.0
4048.0,69.0,7.36,506.0,3-Wheeler,,39.0
4049.0,,,408.0,3-Wheeler,,71.0
4050.0,69.0,,149.0,2-Wheeler,fast,94.0
4051.0,66.0,3.96,242.0,car,,64.0
4052.0,93.0,3.22,N/A,,fast,54.0
4053.0,65.0,8.61,290.0,car,fast,63.0
,29.0,3.65,426.0,,SLOW,49.0
,,2.27,367.0,2-Wheeler,Slow,29.0
4056.0,25.0,7.36,450.0,,SLOW,41.0
4057.0,33.0,2.61,513.0,,,38.0
4058.0,44.0,2.0,110.0,car,,27.0
4059.0,54.0,8.0,N/A,,Slow,34.0
4060.0,91.0,5.36,370.0,,Moderate,13.0
4061.0,51.0,8.75,388.0,,,30.0
4062.0,87.0,0.64,259.0,Car,,14.0
4063.0,68.0,,456.0,Bus,fast,86.0
4064.0,95.0,8.64,198.0,,Moderate,95.0
4065.0,89.0,9.35,469.0,,Fast,63.0
4066.0,47.0,7.43,567.0,,Moderate,47.0
4067.0,77.0,,174.0,CAR,Fast,94.0
4068.0,25.0,0.67,458.0,Bus,Slow,40.0
4069.0,94.0,4.54,488.0,CAR,fast,25.0
4070.0,44.0,8.53,449.0,car,,69.0
4071.0,,9.55,330.0,3-Wheeler,,
,,1.75,326.0,3-Wheeler,,38.0
4073.0,73.0,9.05,593.0,,fast,24.0
,29.0,3.88,320.0,,,67.0
4075.0,76.0,7.47,568.0,Bus,,26.0
4076.0,44.0,1.64,563.0,car,,25.0
4077.0,66.0,8.19,482.0,,Moderate,19.0
4078.0,99.0,3.7,104.0,CAR,fast,83.0
4079.0,29.0,,197.0,Bus,Slow,
4080.0,72.0,error,168.0,car,Slow,97.0
4081.0,85.0,3.96,111.0,Car,Moderate,27.0
,63.0,0.82,402.0,Bus,Fast,91.0
,58.0,8.13,112.0,,Slow,52.0
4084.0,31.0,5.44,152.0,2-Wheeler,,68.0
4085.0,97.0,3.14,502.0,,,28.0
4086.0,92.0,9.94,242.0,3-Wheeler,fast,97.0
4087.0,36.0,2.8,,3-Wheeler,SLOW,65.0
4088.0,unknown,8.21,240.0,,,
4089.0,40.0,4.21,107.0,3-Wheeler,SLOW,66.0
4090.0,40.0,7.1,496.0,Bus,fast,
4091.0,79.0,4.82,426.0,car,,61.0
4092.0,80.0,8.78,323.0,3-Wheeler,,99.0
4093.0,66.0,6.1,,3-Wheeler,fast,
,22.0,error,530.0,CAR,Fast,16.0
4095.0,56.0,2.46,475.0,,Moderate,95.0
4096.0,,3.69,,Bus,,68.0
4097.0,95.0,3.78,139.0,,fast,26.0
4098.0,26.0,8.19,133.0,2-Wheeler,,31.0
,22.0,9.53,248.0,,Fast,34.0
4100.0,56.0,2.11,135.0,CAR,SLOW,80.0
4101.0,91.0,,178.0,car,Moderate,
4102.0,87.0,4.55,131.0,,,22.0
4103.0,20.0,4.29,401.0,car,Fast,63.0
,97.0,7.67,374.0,3-Wheeler,Moderate,60.0
4105.0,40.0,1.09,569.0,,,78.0
4106.0,42.0,error,463.0,car,SLOW,
4107.0,92.0,8.74,298.0,,fast,33.0
4108.0,73.0,6.22,385.0,,fast,14.0
4109.0,unknown,4.9,239.0,2-Wheeler,fast,95.0
4110.0,33.0,4.48,111.0,car,fast,22.0
,41.0,8.76,149.0,,,64.0
,,1.19,170.0,,SLOW,51.0
4113.0,62.0,6.22,371.0,2-Wheeler,SLOW,82.0
4114.0,39.0,4.33,312.0,car,fast,35.0
4115.0,68.0,6.61,399.0,3-Wheeler,SLOW,59.0
4116.0,95.0,5.66,171.0,Bus,Fast,70.0
4117.0,76.0,8.91,523.0,,,37.0
4118.0,93.0,9.02,,2-Wheeler,SLOW,36.0
4119.0,65.0,8.96,486.0,CAR,SLOW,84.0
4120.0,54.0,9.39,334.0,,Fast,91.0
4121.0,29.0,4.83,281.0,,,
4122.0,72.0,2.75,307.0,2-Wheeler,Slow,43.0
4123.0,56.0,0.64,562.0,Bus,,53.0
,35.0,8.75,441.0,car,,97.0
4125.0,65.0,,463.0,car,,62.0
4126.0,77.0,2.61,233.0,car,,93.0
4127.0,47.0,6.17,299.0,car,Moderate,34.0
4128.0,,5.69,597.0,2-Wheeler,,31.0
4129.0,50.0,3.32,586.0,3-Wheeler,SLOW,72.0
4130.0,39.0,2.1,345.0,Car,SLOW,99.0
4131.0,,7.94,529.0,3-Wheeler,,
,unknown,8.26,566.0,,,56.0
4133.0,86.0,,573.0,3-Wheeler,,21.0
4134.0,,5.27,424.0,car,Moderate,86.0
4135.0,97.0,2.19,,2-Wheeler,fast,69.0
4136.0,49.0,4.96,422.0,3-Wheeler,fast,67.0
4137.0,34.0,8.58,165.0,Car,SLOW,46.0
4138.0,33.0,,440.0,car,SLOW,73.0
4139.0,,1.03,437.0,3-Wheeler,,50.0
4140.0,70.0,9.18,547.0,3-Wheeler,Fast,35.0
4141.0,54.0,error,159.0,3-Wheeler,fast,
4142.0,97.0,7.62,,,Slow,20.0
4143.0,43.0,7.85,305.0,,,48.0
4144.0,44.0,1.79,389.0,Bus,fast,58.0
4145.0,26.0,4.06,491.0,car,,
4146.0,,3.47,N/A,3-Wheeler,,22.0
4147.0,37.0,8.51,132.0,3-Wheeler,SLOW,75.0
4148.0,unknown,8.82,N/A,car,Slow,63.0
4149.0,21.0,,,CAR,,20.0
4150.0,70.0,9.27,430.0,CAR,Fast,
4151.0,72.0,3.72,471.0,Car,Moderate,37.0
4152.0,53.0,8.63,548.0,CAR,Slow,17.0
4153.0,82.0,,,3-Wheeler,Fast,80.0
4154.0,60.0,7.29,,Car,Slow,53.0
4155.0,69.0,,226.0,,fast,56.0
4156.0,90.0,6.93,319.0,2-Wheeler,,20.0
4157.0,,8.77,181.0,CAR,Slow,45.0
4158.0,84.0,5.58,,,Slow,24.0
4159.0,,7.23,300.0,car,,21.0
4160.0,75.0,6.86,571.0,2-Wheeler,Moderate,43.0
4161.0,22.0,3.06,N/A,Car,Fast,32.0
,29.0,,499.0,Car,,44.0
4163.0,,7.93,134.0,Car,,69.0
4164.0,42.0,9.78,510.0,Bus,,
4165.0,81.0,error,203.0,Car,Slow,14.0
4166.0,96.0,2.99,559.0,,,
4167.0,32.0,8.98,444.0,,fast,74.0
4168.0,26.0,error,441.0,Bus,Fast,40.0
4169.0,unknown,,419.0,2-Wheeler,fast,58.0
4170.0,87.0,8.77,194.0,Bus,,73.0
4171.0,40.0,3.66,108.0,Car,fast,80.0
4172.0,32.0,9.12,,car,SLOW,96.0
4173.0,90.0,6.52,532.0,,Slow,80.0
4174.0,75.0,8.44,228.0,Bus,SLOW,49.0
4175.0,64.0,0.99,570.0,,,57.0
4176.0,77.0,5.69,243.0,Car,,40.0
4177.0,67.0,7.26,123.0,3-Wheeler,Slow,98.0
4178.0,,8.17,526.0,3-Wheeler,,
4179.0,99.0,1.13,574.0,3-Wheeler,,37.0
4180.0,,,282.0,,Fast,52.0
,98.0,5.81,,Car,SLOW,38.0
4182.0,72.0,error,,3-Wheeler,Slow,85.0
4183.0,22.0,4.28,415.0,,fast,21.0
,40.0,6.23,316.0,2-Wheeler,fast,80.0
4185.0,97.0,8.05,440.0,,SLOW,40.0
4186.0,99.0,7.64,239.0,Bus,Slow,97.0
4187.0,40.0,9.09,348.0,CAR,Moderate,25.0
4188.0,83.0,6.06,435.0,2-Wheeler,,11.0
4189.0,22.0,5.41,N/A,,Moderate,60.0
4190.0,26.0,9.11,483.0,Car,Slow,19.0
4191.0,43.0,2.72,593.0,car,fast,85.0
4192.0,62.0,1.43,206.0,,,45.0
4193.0,26.0,2.31,N/A,Car,Moderate,62.0
4194.0,23.0,4.12,304.0,car,,34.0
4195.0,59.0,9.68,283.0,Bus,Moderate,58.0
4196.0,unknown,5.47,,2-Wheeler,Fast,66.0
4197.0,,2.09,,,fast,40.0
4198.0,64.0,1.63,589.0,,fast,13.0
4199.0,68.0,1.74,589.0,Bus,,38.0
4200.0,27.0,1.08,153.0,3-Wheeler,Moderate,92.0
4201.0,,2.74,N/A,Bus,fast,63.0
4202.0,86.0,5.27,226.0,car,,
4203.0,71.0,1.48,206.0,Car,,11.0
4204.0,99.0,3.96,166.0,,SLOW,75.0
4205.0,67.0,,598.0,Bus,Moderate,70.0
4206.0,61.0,6.12,190.0,,SLOW,29.0
,,1.99,258.0,CAR,fast,36.0
4208.0,58.0,4.22,230.0,,fast,
4209.0,unknown,5.65,217.0,3-Wheeler,,45.0
4210.0,75.0,8.89,N/A,2-Wheeler,fast,43.0
,54.0,5.4,125.0,Bus,fast,84.0
4212.0,24.0,,185.0,Bus,Moderate,16.0
4213.0,27.0,0.87,325.0,CAR,fast,41.0
4214.0,83.0,1.45,599.0,Car,,94.0
4215.0,28.0,4.7,341.0,,fast,15.0
4216.0,unknown,5.87,482.0,2-Wheeler,,67.0
4217.0,92.0,4.86,247.0,,,94.0
4218.0,52.0,6.73,,2-Wheeler,Slow,27.0
4219.0,24.0,3.76,,,Slow,48.0
4220.0,84.0,4.07,278.0,,SLOW,43.0
4221.0,41.0,error,104.0,car,fast,58.0
4222.0,51.0,5.89,,3-Wheeler,,16.0
4223.0,85.0,1.8,413.0,2-Wheeler,Slow,64.0
,49.0,,212.0,Bus,fast,25.0
4225.0,87.0,6.74,318.0,car,fast,73.0
4226.0,,4.38,,CAR,SLOW,98.0
4227.0,68.0,6.2,323.0,,fast,82.0
4228.0,,3.7,344.0,Bus,Moderate,25.0
4229.0,24.0,5.08,438.0,,Slow,16.0
4230.0,68.0,9.01,127.0,Car,Moderate,17.0
4231.0,55.0,1.72,565.0,3-Wheeler,,46.0
4232.0,unknown,2.88,589.0,Car,SLOW,69.0
,58.0,7.99,262.0,2-Wheeler,Fast,13.0
,88.0,7.05,,Car,Fast,69.0
4235.0,49.0,2.48,231.0,,SLOW,54.0
4236.0,78.0,,,,SLOW,
4237.0,35.0,6.1,102.0,CAR,,24.0
4238.0,80.0,3.28,130.0,Bus,,95.0
4239.0,42.0,9.25,209.0,3-Wheeler,Moderate,66.0
4240.0,73.0,5.54,428.0,car,fast,
4241.0,81.0,6.21,220.0,car,fast,37.0
4242.0,20.0,1.92,427.0,3-Wheeler,Moderate,
4243.0,82.0,3.43,560.0,CAR,Slow,51.0
4244.0,28.0,9.17,N/A,,Fast,39.0
,57.0,1.01,450.0,,Moderate,20.0
,92.0,5.36,120.0,,Fast,80.0
4247.0,72.0,4.99,472.0,2-Wheeler,Fast,
4248.0,98.0,4.76,,Bus,Slow,34.0
4249.0,unknown,,579.0,,,61.0
4250.0,51.0,6.84,388.0,2-Wheeler,,59.0
4251.0,84.0,3.9,354.0,Car,Fast,85.0
4252.0,51.0,6.07,505.0,,Moderate,16.0
4253.0,36.0,8.92,N/A,2-Wheeler,,47.0
4254.0,99.0,5.49,226.0,CAR,Fast,82.0
4255.0,35.0,5.62,444.0,Car,Fast,36.0
4256.0,42.0,2.86,185.0,Car,Moderate,39.0
4257.0,61.0,9.91,469.0,Car,Fast,93.0
4258.0,28.0,,242.0,CAR,fast,42.0
4259.0,41.0,9.46,517.0,2-Wheeler,Slow,78.0
4260.0,84.0,4.52,N/A,,Fast,73.0
4261.0,88.0,4.36,324.0,Bus,fast,
4262.0,86.0,1.8,598.0,CAR,Fast,18.0
4263.0,,3.85,351.0,Bus,SLOW,27.0
,23.0,2.59,483.0,2-Wheeler,,36.0
4265.0,87.0,8.74,285.0,CAR,,10.0
,64.0,3.84,400.0,CAR,SLOW,69.0
4267.0,53.0,6.28,527.0,2-Wheeler,SLOW,32.0
4268.0,58.0,,413.0,car,fast,90.0
4269.0,47.0,,231.0,Bus,,24.0
4270.0,61.0,1.14,430.0,,Moderate,91.0
4271.0,41.0,2.46,217.0,2-Wheeler,fast,72.0
4272.0,64.0,3.6,424.0,3-Wheeler,,14.0
4273.0,62.0,8.78,353.0,3-Wheeler,Slow,88.0
4274.0,50.0,1.27,247.0,3-Wheeler,,63.0
4275.0,85.0,6.58,139.0,Bus,,79.0
4276.0,31.0,5.57,553.0,3-Wheeler,Moderate,98.0
4277.0,,1.75,264.0,,fast,25.0
4278.0,67.0,8.07,436.0,Bus,,86.0
,95.0,9.95,,Bus,Moderate,85.0
,93.0,8.99,233.0,CAR,Moderate,73.0
,87.0,6.14,257.0,,Slow,20.0
4282.0,37.0,7.36,256.0,Car,fast,88.0
4283.0,,6.95,,,fast,19.0
4284.0,61.0,6.63,,,Moderate,66.0
4285.0,45.0,5.75,319.0,car,,65.0
,74.0,error,366.0,3-Wheeler,SLOW,78.0
4287.0,unknown,1.9,117.0,,,86.0
4288.0,25.0,2.29,483.0,2-Wheeler,SLOW,92.0
4289.0,unknown,6.78,254.0,,Moderate,95.0
4290.0,52.0,1.33,216.0,3-Wheeler,,52.0
4291.0,62.0,4.96,399.0,2-Wheeler,Moderate,23.0
4292.0,34.0,8.63,410.0,Bus,SLOW,57.0
4293.0,48.0,6.71,426.0,car,SLOW,62.0
4294.0,83.0,1.21,,Bus,SLOW,78.0
4295.0,41.0,7.3,211.0,CAR,,82.0
4296.0,35.0,7.89,159.0,2-Wheeler,SLOW,59.0
4297.0,51.0,6.98,448.0,2-Wheeler,Slow,22.0
4298.0,64.0,5.86,190.0,Car,Slow,47.0
4299.0,47.0,error,255.0,,,50.0
,,,376.0,CAR,,35.0
4301.0,31.0,,309.0,Bus,,35.0
4302.0,36.0,4.35,506.0,Car,fast,41.0
4303.0,96.0,6.92,,car,Slow,54.0
,34.0,1.35,366.0,,,19.0
4305.0,33.0,,N/A,,,50.0
4306.0,80.0,7.08,N/A,2-Wheeler,Fast,92.0
4307.0,unknown,5.93,105.0,,Slow,
4308.0,56.0,9.88,300.0,2-Wheeler,,58.0
4309.0,39.0,7.46,461.0,Car,Fast,18.0
4310.0,29.0,,270.0,,Slow,97.0
4311.0,37.0,3.06,N/A,,,79.0
,21.0,4.33,520.0,CAR,fast,26.0
4313.0,92.0,5.99,120.0,,,79.0
4314.0,47.0,0.63,407.0,CAR,Moderate,20.0
4315.0,20.0,9.43,224.0,Bus,Fast,84.0
4316.0,58.0,5.26,323.0,CAR,SLOW,83.0
,63.0,1.41,439.0,CAR,,91.0
4318.0,,2.42,489.0,,fast,18.0
4319.0,90.0,5.82,288.0,Bus,Slow,79.0
4320.0,unknown,error,364.0,,,
4321.0,57.0,4.55,181.0,,Fast,
4322.0,85.0,6.26,195.0,,,91.0
4323.0,50.0,1.75,411.0,,,31.0
4324.0,62.0,6.11,329.0,Bus,SLOW,85.0
4325.0,95.0,,527.0,Bus,Slow,84.0
,25.0,2.35,,3-Wheeler,,35.0
4327.0,88.0,,148.0,Car,Slow,85.0
4328.0,97.0,error,412.0,,Moderate,25.0
4329.0,76.0,3.45,243.0,CAR,SLOW,97.0
4330.0,76.0,3.94,300.0,2-Wheeler,,41.0
,22.0,3.61,483.0,,Fast,
4332.0,75.0,,,CAR,,69.0
4333.0,57.0,7.33,366.0,3-Wheeler,Slow,31.0
4334.0,46.0,4.47,105.0,3-Wheeler,Moderate,40.0
4335.0,38.0,error,232.0,Bus,,12.0
4336.0,20.0,2.96,469.0,,,63.0
4337.0,23.0,6.15,,CAR,,77.0
4338.0,99.0,7.78,114.0,car,SLOW,65.0
4339.0,48.0,4.02,185.0,3-Wheeler,,29.0
,66.0,error,501.0,car,,75.0
4341.0,56.0,9.36,229.0,Bus,,55.0
4342.0,unknown,8.71,111.0,CAR,SLOW,15.0
4343.0,unknown,3.94,,3-Wheeler,Slow,55.0
4344.0,,2.35,224.0,Car,fast,12.0
4345.0,87.0,,286.0,,,12.0
,73.0,9.38,362.0,Bus,fast,56.0
4347.0,,6.53,178.0,2-Wheeler,Fast,84.0
4348.0,30.0,3.03,439.0,Bus,Fast,50.0
,84.0,2.93,394.0,,SLOW,58.0
,44.0,1.12,,Bus,Slow,56.0
4351.0,64.0,error,283.0,Car,Moderate,14.0
4352.0,78.0,4.86,223.0,,,40.0
4353.0,43.0,6.83,157.0,CAR,,95.0
4354.0,44.0,0.73,341.0,,Fast,
4355.0,69.0,9.64,241.0,CAR,fast,42.0
4356.0,24.0,8.78,355.0,2-Wheeler,Slow,39.0
4357.0,81.0,3.31,,CAR,Slow,81.0
4358.0,83.0,4.43,305.0,CAR,Fast,79.0
4359.0,65.0,6.49,432.0,,SLOW,
4360.0,,7.31,N/A,,,35.0
4361.0,62.0,5.3,339.0,,Moderate,67.0
,80.0,0.52,,,Moderate,47.0
4363.0,60.0,1.61,109.0,2-Wheeler,Slow,99.0
4364.0,96.0,5.49,165.0,2-Wheeler,Fast,90.0
4365.0,81.0,0.82,158.0,Bus,fast,11.0
,,10.0,439.0,,Fast,
4367.0,58.0,1.82,248.0,,fast,79.0
4368.0,58.0,1.39,,2-Wheeler,,89.0
4369.0,96.0,0.53,532.0,2-Wheeler,Moderate,10.0
4370.0,92.0,error,N/A,Bus,,98.0
4371.0,97.0,8.09,575.0,,fast,64.0
4372.0,54.0,4.29,230.0,,,17.0
4373.0,78.0,6.85,140.0,3-Wheeler,Moderate,
,76.0,8.73,489.0,CAR,Fast,52.0
4375.0,75.0,4.6,303.0,2-Wheeler,Slow,38.0
4376.0,56.0,5.56,429.0,CAR,SLOW,72.0
4377.0,98.0,7.25,N/A,,Moderate,57.0
4378.0,84.0,8.46,167.0,Bus,,60.0
4379.0,,4.97,355.0,,Fast,85.0
4380.0,unknown,8.39,102.0,3-Wheeler,Fast,12.0
4381.0,,3.61,474.0,Car,Moderate,22.0
4382.0,35.0,4.15,258.0,2-Wheeler,SLOW,57.0
4383.0,67.0,2.7,437.0,,,60.0
4384.0,74.0,6.65,220.0,3-Wheeler,Fast,76.0
4385.0,67.0,6.79,507.0,,fast,
4386.0,37.0,9.83,,Car,Fast,76.0
4387.0,66.0,4.41,301.0,3-Wheeler,,29.0
4388.0,52.0,3.13,150.0,2-Wheeler,Moderate,38.0
4389.0,23.0,1.79,,3-Wheeler,,96.0
4390.0,60.0,6.98,481.0,Bus,,44.0
4391.0,40.0,error,485.0,3-Wheeler,fast,
4392.0,81.0,2.1,495.0,Car,,91.0
4393.0,,2.65,465.0,car,,37.0
4394.0,25.0,4.29,326.0,,,81.0
4395.0,34.0,9.46,339.0,,,52.0
4396.0,60.0,4.69,,,,99.0
,26.0,,478.0,Bus,Slow,97.0
4398.0,34.0,5.3,534.0,CAR,fast,55.0
4399.0,94.0,4.45,296.0,Bus,,60.0
4400.0,33.0,2.71,278.0,,Moderate,54.0
4401.0,86.0,6.74,519.0,,,55.0
4402.0,23.0,1.95,462.0,Bus,,60.0
4403.0,81.0,,217.0,Bus,fast,42.0
4404.0,83.0,8.88,476.0,,,
4405.0,81.0,9.54,305.0,Bus,Fast,74.0
4406.0,,6.5,249.0,3-Wheeler,Moderate,86.0
4407.0,24.0,4.45,,,fast,
,99.0,4.77,146.0,3-Wheeler,Moderate,
4409.0,57.0,3.43,,Bus,Slow,12.0
4410.0,,6.91,491.0,2-Wheeler,fast,33.0
4411.0,73.0,7.04,,3-Wheeler,fast,28.0
4412.0,89.0,7.22,109.0,,Fast,47.0
4413.0,57.0,9.73,235.0,Car,SLOW,21.0
4414.0,97.0,4.18,188.0,car,fast,49.0
4415.0,89.0,2.14,356.0,,SLOW,
4416.0,74.0,2.29,137.0,car,,
4417.0,30.0,9.61,251.0,,,
4418.0,51.0,1.44,574.0,3-Wheeler,Fast,
4419.0,25.0,9.82,,3-Wheeler,Fast,83.0
4420.0,50.0,1.91,575.0,,,
4421.0,88.0,3.52,423.0,Car,Slow,
4422.0,43.0,8.14,299.0,Car,Fast,42.0
4423.0,33.0,error,201.0,2-Wheeler,Moderate,22.0
,47.0,8.5,540.0,,Fast,
4425.0,56.0,,181.0,car,Fast,
4426.0,33.0,9.04,440.0,,Moderate,30.0
4427.0,26.0,3.61,504.0,,fast,53.0
4428.0,43.0,1.64,239.0,3-Wheeler,Slow,36.0
4429.0,45.0,,440.0,Bus,Fast,74.0
4430.0,73.0,6.08,333.0,Bus,,55.0
4431.0,60.0,7.11,539.0,Bus,Fast,42.0
4432.0,45.0,6.5,352.0,3-Wheeler,SLOW,73.0
4433.0,96.0,6.52,576.0,Bus,Moderate,36.0
,21.0,,120.0,2-Wheeler,,68.0
4435.0,70.0,9.69,546.0,Bus,Fast,46.0
4436.0,72.0,4.17,161.0,car,Moderate,21.0
4437.0,33.0,8.62,520.0,2-Wheeler,,
4438.0,,9.02,171.0,2-Wheeler,Moderate,64.0
