Vehicle_ID,Battery_Capacity_kWh,Charging_Time_hr,Range_km,Vehicle_Type,Charging_Station_Type,State_of_Charge_%
10844,23.0,4.8,505,3-Wheeler,Fast,19
10845,89.0,1.81,162,2-Wheeler,Fast,33
10846,89.0,0.57,274,Car,Moderate,64
10847,26.0,9.7,192,2-Wheeler,Moderate,72
10848,43.0,4.44,285,2-Wheeler,Fast,84
10849,78.0,6.4,145,2-Wheeler,Slow,89
10850,95.0,,310,Car,Slow,53
10851,70.0,5.13,166,Car,Slow,10
10852,66.0,1.34,316,3-Wheeler,Fast,52
10853,63.0,9.75,111,Bus,Moderate,81
10854,74.0,8.79,572,Car,Slow,53
10855,94.0,8.16,244,Bus,Moderate,77
10856,60.0,6.26,161,3-Wheeler,Fast,88
10857,52.0,9.55,443,Bus,Moderate,35
10858,28.0,1.84,328,,Fast,97
10859,85.0,1.62,418,Car,Slow,96
10860,80.0,5.59,190,Bus,Slow,70
10861,72.0,1.46,519,Bus,Slow,52
10862,85.0,,303,Car,Fast,96
10863,35.0,1.27,308,2-Wheeler,Fast,24
10864,49.0,5.43,458,3-Wheeler,Fast,19
10865,33.0,8.67,449,Bus,Moderate,12
10866,75.0,9.11,538,3-Wheeler,Moderate,36
10867,25.0,6.25,527,Bus,Slow,37
10868,69.0,7.79,390,3-Wheeler,Fast,21
10869,80.0,1.69,199,2-Wheeler,Fast,64
10870,31.0,1.99,374,2-Wheeler,Slow,40
10871,,,489,Car,Fast,17
10872,45.0,2.26,318,Car,Moderate,52
10873,86.0,7.35,424,2-Wheeler,Slow,84
10874,50.0,5.97,146,Bus,Slow,48
10875,30.0,4.26,484,3-Wheeler,Slow,70
10876,65.0,3.02,517,2-Wheeler,Slow,81
10877,67.0,,211,,Slow,50
10878,78.0,4.6,179,,Fast,15
10879,93.0,1.23,593,Car,Slow,91
10880,,8.48,291,Car,Moderate,93
10881,42.0,9.79,274,Car,Fast,42
10882,20.0,,239,Car,Moderate,75
10883,61.0,9.56,392,2-Wheeler,Slow,62
10884,60.0,,309,3-Wheeler,Fast,70
10885,98.0,0.95,313,,Slow,98
10886,61.0,0.59,557,3-Wheeler,Fast,59
10887,98.0,5.49,353,Car,Slow,60
10888,82.0,2.18,166,Bus,Fast,80
10889,88.0,6.02,508,Bus,Moderate,57
10890,33.0,2.4,399,2-Wheeler,Slow,75
10891,81.0,2.11,490,2-Wheeler,Slow,38
10892,99.0,8.43,494,,Slow,52
10893,87.0,6.59,294,Bus,Fast,35
10894,55.0,9.66,511,Bus,Slow,72
10895,31.0,5.17,227,2-Wheeler,Moderate,54
10896,56.0,9.9,535,2-Wheeler,Slow,40
10897,78.0,5.68,546,Bus,Fast,93
10898,98.0,4.3,101,2-Wheeler,Fast,66
10899,88.0,1.39,341,3-Wheeler,Moderate,39
10900,67.0,,556,2-Wheeler,Slow,52
10901,56.0,8.63,486,3-Wheeler,Slow,15
10902,20.0,,380,,Fast,51
10903,92.0,0.64,240,3-Wheeler,Slow,82
10904,,4.81,380,,Moderate,84
10905,,3.55,203,Car,Slow,47
10906,74.0,,590,3-Wheeler,Moderate,49
10907,91.0,6.13,345,3-Wheeler,Slow,27
10908,55.0,5.33,513,2-Wheeler,Slow,39
10909,60.0,1.34,394,Car,Moderate,33
10910,35.0,,166,Car,Moderate,87
10911,66.0,4.19,453,2-Wheeler,Moderate,56
10912,22.0,,478,2-Wheeler,Fast,26
10913,44.0,2.88,259,3-Wheeler,Moderate,12
10914,,6.44,315,Car,Slow,19
10915,41.0,9.96,510,2-Wheeler,Moderate,69
10916,25.0,6.11,435,Bus,Moderate,77
10917,94.0,3.54,428,3-Wheeler,Moderate,42
10918,25.0,5.16,513,3-Wheeler,Moderate,99
10919,40.0,8.99,243,Car,Moderate,64
10920,77.0,1.72,434,,Slow,59
10921,,1.89,410,2-Wheeler,Moderate,48
10922,37.0,3.93,582,2-Wheeler,Slow,39
10923,51.0,9.48,180,Bus,Fast,36
10924,30.0,5.08,288,2-Wheeler,Slow,88
10925,37.0,5.26,553,2-Wheeler,Moderate,29
10926,64.0,6.98,305,Bus,Slow,27
10927,86.0,4.66,599,3-Wheeler,Moderate,57
10928,37.0,,416,,Slow,90
10929,84.0,9.33,173,3-Wheeler,Slow,86
10930,36.0,5.83,515,2-Wheeler,Moderate,16
10931,29.0,3.64,569,2-Wheeler,Moderate,35
10932,29.0,4.31,370,2-Wheeler,Moderate,45
10933,,8.06,336,3-Wheeler,Moderate,13
10934,42.0,5.86,183,Bus,Fast,17
10935,22.0,5.06,150,Bus,Moderate,58
10936,20.0,9.74,598,3-Wheeler,Fast,45
10937,67.0,,239,Car,Fast,49
10938,98.0,0.63,368,Bus,Slow,76
10939,22.0,5.13,209,2-Wheeler,Moderate,69
10940,29.0,2.44,112,3-Wheeler,Slow,58
10941,33.0,,272,2-Wheeler,Slow,70
10942,,3.98,213,Bus,Fast,13
10943,53.0,6.25,333,2-Wheeler,Moderate,98
10944,71.0,4.34,134,3-Wheeler,Moderate,78
10945,67.0,2.5,385,Car,Slow,93
10946,,3.18,192,Bus,Slow,24
10947,53.0,,364,Car,Moderate,86
10948,91.0,7.85,501,Car,Moderate,52
10949,84.0,4.92,150,Car,Moderate,64
10950,39.0,,540,2-Wheeler,Slow,27
10951,90.0,6.15,258,Car,Fast,30
10952,86.0,1.98,369,Car,Slow,99
10953,61.0,7.71,216,3-Wheeler,Moderate,72
10954,,8.59,553,Bus,Fast,34
10955,92.0,9.56,544,3-Wheeler,Moderate,47
10956,65.0,8.79,239,2-Wheeler,Fast,83
10957,30.0,1.81,253,3-Wheeler,Slow,44
10958,48.0,6.53,575,Car,Slow,82
10959,84.0,5.32,352,Bus,Moderate,82
10960,46.0,5.53,318,Car,Moderate,59
10961,25.0,3.32,273,Car,Fast,79
10962,,4.55,545,3-Wheeler,Slow,80
10963,56.0,8.49,330,Car,Fast,65
10964,64.0,,548,Car,Slow,14
10965,49.0,,339,2-Wheeler,Slow,30
10966,87.0,8.97,485,,Slow,32
10967,86.0,7.5,177,2-Wheeler,Slow,94
10968,66.0,0.95,451,Bus,Fast,12
10969,48.0,5.1,531,Bus,Moderate,52
10970,89.0,,169,Car,Moderate,87
10971,61.0,5.76,311,Bus,Fast,58
10972,36.0,2.58,584,,Slow,33
10973,68.0,9.06,434,Car,Moderate,21
10974,36.0,7.93,238,Car,Moderate,80
10975,54.0,3.64,464,Bus,Moderate,30
10976,84.0,8.73,280,Bus,Moderate,23
10977,,1.25,347,3-Wheeler,Moderate,41
10978,53.0,6.19,269,3-Wheeler,Moderate,11
10979,76.0,9.3,105,Car,Slow,59
10980,41.0,7.37,150,Car,Fast,41
10981,68.0,4.4,538,,Fast,41
10982,50.0,8.23,504,Car,Fast,70
10983,,8.07,187,3-Wheeler,Slow,48
10984,43.0,,136,Car,Fast,31
10985,28.0,,174,Bus,Moderate,14
10986,54.0,5.13,574,2-Wheeler,Fast,36
10987,60.0,9.47,452,3-Wheeler,Moderate,89
10988,54.0,8.05,366,2-Wheeler,Slow,21
10989,29.0,2.89,516,Car,Fast,20
10990,36.0,2.87,209,3-Wheeler,Fast,47
10991,35.0,,226,Bus,Fast,87
10992,30.0,8.24,420,Bus,Slow,81
10993,79.0,4.74,163,,Fast,70
10994,92.0,8.44,531,,Moderate,80
10995,55.0,,148,Car,Fast,36
10996,94.0,3.68,578,,Moderate,94
10997,66.0,3.28,222,Bus,Fast,46
10998,41.0,6.74,265,3-Wheeler,Slow,56
10999,77.0,2.61,451,Car,Slow,48
11000,28.0,1.7,341,2-Wheeler,Slow,35
11001,63.0,3.66,143,2-Wheeler,Fast,39
11002,55.0,9.22,251,Car,Slow,16
11003,76.0,,152,2-Wheeler,Moderate,56
11004,46.0,9.24,394,Car,Fast,51
11005,24.0,6.41,499,2-Wheeler,Slow,77
11006,20.0,5.34,171,3-Wheeler,Fast,68
11007,26.0,,120,Car,Fast,57
11008,37.0,7.35,543,,Slow,11
11009,23.0,,581,2-Wheeler,Slow,58
11010,30.0,7.31,396,Car,Fast,53
11011,72.0,4.02,335,Bus,Moderate,27
11012,59.0,1.33,194,Car,Slow,25
11013,28.0,8.89,224,2-Wheeler,Slow,83
11014,87.0,8.78,371,Car,Fast,26
11015,29.0,6.08,367,3-Wheeler,Moderate,15
11016,33.0,4.53,255,3-Wheeler,Fast,95
11017,98.0,3.17,226,2-Wheeler,Fast,20
11018,41.0,9.72,439,2-Wheeler,Fast,52
11019,40.0,1.18,387,,Moderate,87
11020,91.0,3.78,513,Bus,Fast,20
11021,70.0,6.5,324,3-Wheeler,Moderate,41
11022,34.0,6.29,401,2-Wheeler,Fast,11
11023,47.0,8.88,213,Bus,Slow,11
11024,44.0,0.62,352,3-Wheeler,Fast,36
11025,42.0,2.16,577,2-Wheeler,Moderate,43
11026,22.0,6.78,541,3-Wheeler,Slow,10
11027,,4.49,443,2-Wheeler,Slow,56
11028,54.0,1.36,326,2-Wheeler,Moderate,72
11029,25.0,5.97,263,2-Wheeler,Moderate,15
11030,73.0,,261,2-Wheeler,Slow,13
11031,32.0,4.68,330,,Moderate,33
11032,91.0,6.24,420,Car,Fast,36
11033,81.0,7.91,264,Car,Fast,39
11034,51.0,3.57,540,Car,Moderate,11
11035,,1.43,554,,Slow,96
11036,42.0,5.65,212,Car,Moderate,60
11037,,8.73,569,3-Wheeler,Slow,77
11038,24.0,5.03,290,2-Wheeler,Slow,67
11039,72.0,1.81,204,2-Wheeler,Fast,17
11040,71.0,7.81,488,2-Wheeler,Slow,93
11041,37.0,1.34,253,3-Wheeler,Slow,28
11042,76.0,8.25,257,3-Wheeler,Slow,14
11043,25.0,5.6,125,3-Wheeler,Fast,69
11044,67.0,4.38,383,3-Wheeler,Fast,32
11045,43.0,4.62,364,3-Wheeler,Slow,10
11046,99.0,6.78,473,2-Wheeler,Slow,13
11047,78.0,3.97,460,3-Wheeler,Fast,39
11048,,3.33,230,3-Wheeler,Slow,43
11049,97.0,4.52,412,2-Wheeler,Slow,70
11050,72.0,6.92,253,Bus,Fast,99
11051,58.0,2.53,217,,Slow,77
11052,49.0,3.08,582,2-Wheeler,Slow,34
11053,,7.51,191,3-Wheeler,Moderate,56
11054,,4.68,182,Bus,Moderate,21
11055,62.0,3.53,129,2-Wheeler,Slow,50
11056,79.0,8.69,468,Car,Moderate,96
11057,67.0,7.6,490,2-Wheeler,Moderate,81
11058,53.0,1.45,535,3-Wheeler,Slow,30
11059,31.0,7.42,237,Car,Slow,45
11060,51.0,4.21,118,Car,Fast,89
11061,78.0,1.86,201,2-Wheeler,Slow,98
11062,50.0,7.44,169,2-Wheeler,Slow,46
11063,58.0,3.21,100,3-Wheeler,Fast,74
11064,39.0,9.44,482,Bus,Slow,38
11065,73.0,8.28,496,,Slow,51
11066,,3.41,318,2-Wheeler,Moderate,29
11067,54.0,7.08,409,3-Wheeler,Moderate,84
11068,94.0,8.01,554,Bus,Fast,52
11069,30.0,1.82,579,2-Wheeler,Fast,37
11070,31.0,3.42,129,2-Wheeler,Fast,32
11071,61.0,5.91,422,Car,Slow,51
11072,88.0,2.42,367,Bus,Fast,11
11073,51.0,8.54,586,3-Wheeler,Slow,97
11074,92.0,4.74,108,2-Wheeler,Moderate,82
11075,22.0,,451,Bus,Moderate,54
11076,53.0,5.72,543,2-Wheeler,Moderate,92
11077,,5.32,204,3-Wheeler,Slow,80
11078,85.0,8.5,485,Bus,Fast,12
11079,61.0,0.53,479,2-Wheeler,Fast,78
11080,96.0,2.1,218,3-Wheeler,Fast,12
11081,,6.5,245,Car,Slow,99
11082,49.0,1.86,380,Bus,Fast,34
11083,42.0,7.31,397,,Slow,59
11084,76.0,,306,Bus,Fast,16
11085,44.0,0.65,589,Car,Moderate,91
11086,,8.17,412,,Slow,31
11087,35.0,9.34,421,Car,Fast,87
11088,64.0,3.49,120,3-Wheeler,Slow,40
11089,84.0,2.83,474,Bus,Fast,69
11090,23.0,5.71,453,Bus,Fast,70
11091,66.0,9.4,583,3-Wheeler,Moderate,52
11092,47.0,4.72,349,Car,Moderate,38
11093,98.0,9.19,195,Car,Moderate,81
11094,48.0,7.57,163,Car,Fast,82
11095,88.0,9.39,593,,Slow,15
11096,89.0,,129,3-Wheeler,Moderate,82
11097,46.0,1.42,489,Bus,Fast,42
11098,47.0,4.68,436,2-Wheeler,Slow,53
11099,73.0,1.07,361,3-Wheeler,Slow,96
11100,99.0,6.13,192,,Slow,73
11101,,5.54,463,Car,Slow,90
11102,21.0,1.22,147,2-Wheeler,Slow,13
11103,97.0,8.61,453,Bus,Fast,84
11104,49.0,6.26,174,3-Wheeler,Slow,46
11105,38.0,4.99,178,Bus,Fast,14
11106,84.0,7.31,510,,Slow,21
11107,60.0,4.48,131,Bus,Moderate,61
11108,48.0,,183,Bus,Moderate,79
11109,94.0,6.32,173,2-Wheeler,Fast,40
11110,85.0,1.07,396,3-Wheeler,Fast,80
11111,86.0,7.77,221,3-Wheeler,Slow,76
11112,55.0,3.21,169,Bus,Moderate,47
11113,79.0,5.49,367,Car,Slow,62
11114,67.0,3.54,573,3-Wheeler,Slow,58
11115,51.0,9.11,422,Bus,Slow,60
11116,35.0,7.79,421,Car,Fast,75
11117,58.0,8.63,147,Bus,Fast,15
11118,59.0,6.63,382,3-Wheeler,Slow,91
11119,67.0,,192,,Fast,10
11120,46.0,4.4,357,Bus,Slow,44
11121,85.0,8.09,183,Bus,Fast,90
11122,73.0,8.58,481,2-Wheeler,Fast,76
11123,24.0,5.87,272,2-Wheeler,Fast,84
11124,57.0,5.79,567,,Moderate,44
11125,51.0,8.31,380,Bus,Slow,48
11126,96.0,2.64,493,3-Wheeler,Fast,42
11127,29.0,2.9,517,3-Wheeler,Moderate,40
11128,57.0,8.78,389,3-Wheeler,Moderate,51
11129,22.0,5.08,311,Car,Fast,52
11130,69.0,5.82,336,Car,Fast,99
11131,49.0,8.55,518,Car,Fast,57
11132,30.0,9.6,556,2-Wheeler,Slow,84
11133,98.0,4.28,363,Car,Moderate,62
11134,94.0,4.79,288,3-Wheeler,Fast,92
11135,91.0,3.75,569,Car,Slow,36
11136,69.0,4.8,359,2-Wheeler,Fast,25
11137,53.0,9.1,221,2-Wheeler,Moderate,32
11138,,2.4,227,Car,Slow,25
11139,,1.82,176,Car,Fast,62
11140,44.0,2.18,208,,Fast,81
11141,84.0,9.12,349,,Moderate,98
11142,96.0,3.53,543,Bus,Moderate,80
11143,66.0,9.6,476,,Slow,79
11144,75.0,2.96,424,Car,Slow,70
11145,80.0,,134,Car,Fast,10
11146,29.0,8.44,245,3-Wheeler,Slow,14
11147,25.0,,458,Car,Slow,56
11148,92.0,7.77,270,3-Wheeler,Moderate,37
11149,37.0,3.89,575,Bus,Slow,84
11150,75.0,1.99,230,Car,Moderate,63
11151,36.0,8.0,230,Car,Fast,92
11152,,0.52,246,2-Wheeler,Fast,95
11153,53.0,1.13,425,Car,Slow,22
11154,42.0,9.51,278,2-Wheeler,Moderate,75
11155,93.0,1.51,253,Car,Moderate,80
11156,97.0,9.92,369,Bus,Fast,94
11157,69.0,4.22,149,2-Wheeler,Moderate,47
11158,92.0,9.0,551,2-Wheeler,Moderate,44
11159,34.0,1.88,211,Car,Moderate,60
11160,,4.94,272,,Slow,77
11161,73.0,4.68,213,Bus,Fast,79
11162,,7.82,382,Car,Moderate,96
11163,79.0,6.08,192,Car,Slow,32
11164,,1.85,553,Bus,Fast,80
11165,,8.03,474,3-Wheeler,Slow,24
11166,21.0,3.24,143,3-Wheeler,Slow,70
11167,78.0,6.64,115,Bus,Moderate,35
11168,,8.46,161,Bus,Moderate,62
11169,82.0,4.57,561,3-Wheeler,Moderate,73
11170,92.0,7.01,378,2-Wheeler,Moderate,36
11171,65.0,7.57,392,Car,Slow,12
11172,70.0,5.43,467,2-Wheeler,Slow,42
11173,,5.49,569,3-Wheeler,Slow,48
11174,76.0,6.57,356,Car,Slow,52
11175,67.0,1.62,178,Bus,Slow,74
11176,73.0,2.16,532,2-Wheeler,Fast,75
11177,55.0,4.95,581,2-Wheeler,Fast,62
11178,99.0,1.13,544,3-Wheeler,Fast,85
11179,28.0,9.46,363,,Fast,13
11180,78.0,2.58,131,Bus,Moderate,86
11181,93.0,9.25,290,Car,Moderate,53
11182,76.0,3.44,498,2-Wheeler,Fast,21
11183,94.0,6.02,238,,Fast,55
11184,56.0,2.46,189,3-Wheeler,Fast,95
11185,59.0,0.89,374,Car,Moderate,58
11186,34.0,4.63,194,Car,Slow,99
11187,67.0,9.96,489,2-Wheeler,Fast,75
11188,91.0,0.75,271,Bus,Slow,45
11189,31.0,4.38,479,2-Wheeler,Moderate,48
11190,69.0,6.55,296,2-Wheeler,Slow,63
11191,,0.96,180,3-Wheeler,Slow,47
11192,24.0,,502,Car,Moderate,46
11193,28.0,4.26,500,Car,Slow,70
11194,86.0,1.39,569,Bus,Fast,90
11195,66.0,8.45,341,Bus,Moderate,57
11196,35.0,7.11,324,3-Wheeler,Moderate,37
11197,52.0,2.8,329,3-Wheeler,Slow,44
11198,63.0,6.59,473,Car,Moderate,96
11199,56.0,0.68,121,3-Wheeler,Slow,56
11200,68.0,5.67,155,3-Wheeler,Fast,38
11201,78.0,6.24,567,Bus,Slow,45
11202,47.0,2.16,356,3-Wheeler,Slow,17
11203,32.0,7.32,117,,Slow,10
11204,52.0,0.96,468,2-Wheeler,Slow,75
11205,93.0,3.91,163,Car,Moderate,24
11206,36.0,4.79,214,3-Wheeler,Moderate,81
11207,22.0,9.28,122,2-Wheeler,Moderate,62
11208,29.0,3.07,557,Bus,Slow,25
11209,37.0,9.69,594,Bus,Fast,37
11210,48.0,2.4,313,Car,Moderate,15
11211,87.0,0.88,477,,Moderate,15
11212,21.0,,253,Bus,Slow,60
11213,88.0,4.83,150,Bus,Fast,82
11214,42.0,,434,2-Wheeler,Slow,60
11215,76.0,1.08,165,2-Wheeler,Fast,69
11216,,2.77,269,3-Wheeler,Slow,19
11217,,1.85,245,3-Wheeler,Slow,76
11218,71.0,8.59,263,Bus,Slow,14
11219,28.0,4.03,505,2-Wheeler,Moderate,27
11220,68.0,9.76,408,3-Wheeler,Slow,76
11221,89.0,9.55,493,2-Wheeler,Moderate,13
11222,84.0,6.92,245,2-Wheeler,Moderate,66
11223,,9.1,591,2-Wheeler,Moderate,68
11224,59.0,4.28,270,Bus,Fast,99
11225,27.0,5.7,294,3-Wheeler,Fast,54
11226,37.0,8.25,543,2-Wheeler,Slow,70
11227,43.0,5.15,403,Car,Fast,69
11228,60.0,,507,Car,Fast,74
11229,66.0,3.83,283,Car,Slow,11
11230,43.0,3.03,523,2-Wheeler,Fast,83
11231,28.0,2.65,399,2-Wheeler,Fast,26
11232,,9.48,238,2-Wheeler,Fast,19
11233,,6.92,222,3-Wheeler,Slow,51
11234,24.0,8.75,523,Car,Fast,50
11235,76.0,7.95,338,Car,Fast,75
11236,93.0,6.59,145,3-Wheeler,Slow,91
11237,,7.92,196,Bus,Moderate,60
11238,79.0,3.54,202,Car,Fast,75
11239,34.0,8.14,437,3-Wheeler,Moderate,84
11240,84.0,0.77,588,3-Wheeler,Slow,23
11241,61.0,6.35,137,2-Wheeler,Fast,95
11242,83.0,1.45,107,2-Wheeler,Slow,20
11243,71.0,1.88,565,3-Wheeler,Slow,12
11244,83.0,,368,2-Wheeler,Moderate,97
11245,86.0,5.61,354,Bus,Moderate,42
11246,53.0,1.78,289,3-Wheeler,Moderate,19
11247,21.0,8.94,234,Bus,Slow,26
11248,62.0,,547,2-Wheeler,Moderate,79
11249,24.0,0.68,123,Bus,Moderate,91
11250,93.0,4.85,169,,Slow,82
11251,96.0,7.76,506,Bus,Slow,16
11252,31.0,3.31,585,Bus,Fast,58
11253,52.0,7.36,267,Car,Moderate,29
11254,,1.6,411,3-Wheeler,Slow,43
11255,51.0,5.3,148,,Moderate,52
11256,85.0,5.2,565,3-Wheeler,Moderate,16
11257,88.0,6.1,559,2-Wheeler,Moderate,94
11258,63.0,2.9,245,2-Wheeler,Moderate,41
11259,38.0,,197,Car,Fast,10
11260,36.0,7.5,521,Car,Slow,63
11261,75.0,8.27,233,,Fast,63
11262,28.0,6.38,203,Car,Moderate,58
11263,23.0,6.5,170,Bus,Slow,50
11264,97.0,5.3,553,3-Wheeler,Moderate,45
11265,96.0,0.93,457,,Fast,21
11266,69.0,7.77,517,3-Wheeler,Fast,20
11267,45.0,1.81,540,,Slow,26
11268,28.0,9.81,257,,Fast,50
11269,,4.83,251,Bus,Moderate,59
11270,96.0,3.36,100,Bus,Slow,65
11271,29.0,2.51,579,3-Wheeler,Fast,37
11272,87.0,2.54,459,2-Wheeler,Fast,95
11273,,5.95,378,Car,Moderate,44
11274,89.0,,576,,Moderate,39
11275,42.0,3.17,528,Car,Moderate,50
11276,80.0,9.61,473,,Moderate,43
11277,71.0,6.64,108,3-Wheeler,Slow,93
11278,37.0,6.2,352,Bus,Slow,42
11279,82.0,5.35,201,3-Wheeler,Slow,44
11280,,9.95,468,,Moderate,23
11281,99.0,7.08,502,Bus,Fast,31
11282,44.0,8.9,146,3-Wheeler,Fast,53
11283,88.0,3.64,267,2-Wheeler,Fast,39
11284,89.0,3.04,311,2-Wheeler,Slow,77
11285,86.0,9.69,251,3-Wheeler,Moderate,47
11286,68.0,4.7,440,Bus,Fast,30
11287,20.0,9.71,599,,Slow,19
11288,22.0,1.79,421,3-Wheeler,Slow,16
11289,84.0,3.33,329,3-Wheeler,Fast,26
11290,54.0,7.75,208,2-Wheeler,Slow,83
11291,58.0,9.41,462,2-Wheeler,Slow,26
11292,76.0,2.91,520,Car,Slow,62
11293,39.0,,220,3-Wheeler,Moderate,28
11294,46.0,,199,,Moderate,64
11295,,2.74,170,2-Wheeler,Slow,94
11296,52.0,8.44,400,Bus,Fast,27
11297,86.0,3.65,501,3-Wheeler,Slow,47
11298,85.0,4.6,532,Bus,Slow,94
11299,,5.06,252,Bus,Slow,66
11300,21.0,8.66,583,Bus,Moderate,10
11301,69.0,7.21,242,2-Wheeler,Fast,34
11302,79.0,3.73,313,Car,Fast,11
11303,96.0,2.84,490,Bus,Slow,70
11304,49.0,4.03,140,2-Wheeler,Slow,67
11305,73.0,7.22,200,Car,Moderate,47
11306,46.0,1.14,107,Car,Slow,54
11307,98.0,8.0,368,Bus,Fast,97
11308,61.0,3.46,575,Car,Slow,92
11309,54.0,1.55,112,3-Wheeler,Moderate,36
11310,28.0,1.8,357,,Fast,64
11311,56.0,5.84,208,Bus,Slow,98
11312,,7.31,532,Car,Slow,25
11313,33.0,3.03,324,2-Wheeler,Slow,52
11314,53.0,7.53,537,3-Wheeler,Moderate,32
11315,54.0,1.02,385,Bus,Fast,57
11316,33.0,8.43,265,Car,Moderate,84
11317,,3.94,415,Bus,Fast,74
11318,30.0,5.86,239,3-Wheeler,Moderate,99
11319,59.0,2.51,321,,Fast,20
11320,,,303,3-Wheeler,Fast,71
11321,97.0,3.93,316,Bus,Fast,64
11322,28.0,2.02,598,3-Wheeler,Slow,94
11323,57.0,6.49,116,2-Wheeler,Moderate,70
11324,60.0,6.88,165,Bus,Moderate,83
11325,66.0,4.87,339,Bus,Moderate,81
11326,86.0,5.46,154,,Moderate,38
11327,63.0,2.84,593,Car,Slow,80
11328,71.0,8.48,218,Car,Moderate,17
11329,40.0,2.51,143,Car,Moderate,32
11330,30.0,1.26,278,Car,Slow,10
11331,37.0,8.42,220,3-Wheeler,Slow,22
11332,,2.14,361,3-Wheeler,Slow,66
11333,52.0,6.43,351,Bus,Slow,10
11334,94.0,1.28,168,Bus,Slow,30
11335,75.0,3.24,310,2-Wheeler,Moderate,82
11336,43.0,2.7,430,2-Wheeler,Moderate,75
11337,82.0,7.41,136,Bus,Moderate,47
11338,29.0,1.59,519,Car,Slow,44
11339,,2.05,181,Car,Fast,94
11340,82.0,3.05,139,3-Wheeler,Slow,93
11341,43.0,6.01,486,3-Wheeler,Slow,93
11342,52.0,8.42,547,Car,Moderate,44
11343,,1.33,402,3-Wheeler,Moderate,76
11344,,3.38,578,Car,Moderate,17
11345,32.0,5.0,559,3-Wheeler,Slow,43
11346,77.0,2.87,132,,Slow,75
11347,,8.78,437,Car,Slow,88
11348,34.0,4.43,283,Car,Fast,34
11349,39.0,3.08,483,3-Wheeler,Fast,98
11350,51.0,2.82,174,Car,Slow,41
11351,59.0,7.09,296,2-Wheeler,Moderate,60
11352,48.0,3.43,396,Car,Fast,16
11353,34.0,2.83,145,Car,Moderate,36
11354,72.0,6.66,471,Bus,Fast,59
11355,61.0,6.31,552,Bus,Fast,15
11356,81.0,1.39,270,Bus,Fast,47
11357,58.0,3.34,559,3-Wheeler,Fast,28
11358,75.0,2.61,442,2-Wheeler,Slow,69
11359,30.0,2.23,566,,Moderate,84
11360,65.0,5.24,417,Car,Fast,59
11361,,4.42,408,Car,Slow,30
11362,95.0,5.86,239,2-Wheeler,Slow,24
11363,,4.93,283,Bus,Moderate,82
11364,85.0,,575,Car,Slow,13
11365,64.0,7.45,442,Bus,Fast,91
11366,56.0,2.91,318,,Moderate,84
11367,81.0,7.47,457,3-Wheeler,Fast,55
11368,54.0,7.05,432,3-Wheeler,Moderate,29
11369,44.0,8.5,177,2-Wheeler,Slow,71
11370,70.0,2.08,314,,Fast,17
11371,22.0,2.52,313,Bus,Fast,98
11372,37.0,6.5,262,3-Wheeler,Fast,67
11373,25.0,5.58,107,Car,Moderate,96
11374,21.0,4.58,191,Bus,Moderate,53
11375,,,218,3-Wheeler,Moderate,39
11376,53.0,8.29,554,Bus,Slow,29
11377,76.0,1.23,532,3-Wheeler,Fast,30
11378,37.0,5.85,190,3-Wheeler,Fast,18
11379,56.0,3.59,480,Car,Moderate,60
11380,99.0,3.77,279,2-Wheeler,Moderate,69
11381,,8.74,132,Car,Moderate,25
11382,36.0,0.52,213,2-Wheeler,Slow,91
11383,74.0,9.14,327,3-Wheeler,Moderate,15
11384,91.0,5.42,554,3-Wheeler,Moderate,33
11385,61.0,2.09,112,2-Wheeler,Fast,89
11386,81.0,9.71,166,3-Wheeler,Moderate,20
11387,75.0,4.55,131,Bus,Moderate,82
11388,57.0,,583,Car,Slow,81
11389,,4.02,517,Bus,Fast,20
11390,49.0,4.65,165,Bus,Slow,99
11391,46.0,8.56,139,3-Wheeler,Slow,95
11392,71.0,8.16,224,Bus,Moderate,17
11393,53.0,4.55,421,2-Wheeler,Slow,83
11394,30.0,4.96,188,Bus,Fast,59
11395,89.0,,549,3-Wheeler,Moderate,41
11396,31.0,4.37,365,2-Wheeler,Moderate,64
11397,60.0,,152,,Moderate,95
11398,28.0,5.09,276,,Slow,50
11399,70.0,7.27,275,Bus,Moderate,29
11400,79.0,5.63,539,Bus,Slow,40
11401,27.0,4.63,506,3-Wheeler,Fast,50
11402,89.0,1.85,262,Car,Fast,72
11403,,4.49,346,3-Wheeler,Moderate,31
11404,,6.06,169,3-Wheeler,Moderate,80
11405,82.0,0.84,302,Car,Slow,88
11406,69.0,9.63,593,,Slow,58
11407,83.0,6.1,372,Bus,Slow,74
11408,49.0,3.41,174,Bus,Moderate,49
11409,77.0,,402,2-Wheeler,Slow,40
11410,94.0,9.8,322,Bus,Fast,54
11411,99.0,9.98,221,Bus,Fast,73
11412,42.0,7.67,163,Bus,Fast,25
11413,55.0,,199,Car,Moderate,68
11414,87.0,6.07,441,Car,Slow,46
11415,63.0,7.73,535,Bus,Fast,94
11416,49.0,3.83,487,2-Wheeler,Slow,28
11417,92.0,7.9,303,Car,Moderate,45
11418,48.0,8.75,167,2-Wheeler,Moderate,83
11419,66.0,,111,3-Wheeler,Fast,72
11420,38.0,3.41,111,2-Wheeler,Fast,38
11421,88.0,4.83,467,3-Wheeler,Slow,26
11422,66.0,8.4,557,Bus,Moderate,88
